iter	F1	Logloss
72	0.9651980398	0.1231428638
73	0.9652795498	0.1225772149
74	0.9652606017	0.1222289063
75	0.9653434903	0.1217898787
76	0.965378536	0.1213683862
77	0.9654891723	0.1209086639
78	0.9655903677	0.1203677868
79	0.9656606273	0.1200928138
80	0.9657659319	0.1195809871
81	0.9660352498	0.1187607958
82	0.9660771903	0.1183002787
83	0.9664156164	0.1172171142
84	0.9665404196	0.1165571839
85	0.9666032808	0.1162362563
86	0.9666715739	0.1159210803
87	0.9668195421	0.115426302
88	0.9669044017	0.1150380647
89	0.9670229876	0.1141935402
90	0.9670923749	0.1138973899
91	0.9672108484	0.1135066819
92	0.9675020396	0.112690396
93	0.9675375537	0.1123953222
94	0.9676236113	0.1120153055
95	0.9680078548	0.1110429895
96	0.9680427774	0.1108017843
97	0.9681229561	0.1105757771
98	0.9681213671	0.1103762198
99	0.9682046282	0.1100403453
100	0.9682510082	0.109820238
101	0.9683665664	0.1095438971
102	0.9683890776	0.1091992822
103	0.9684352186	0.1089400713
104	0.9685559176	0.1085844012
105	0.9686243629	0.1083769578
106	0.9686683868	0.1081891412
107	0.9688255649	0.1077518975
108	0.9689395096	0.1074204586
109	0.9689584964	0.1072027201
110	0.9690563275	0.1069679313
111	0.9693238171	0.1062107655
112	0.9694769432	0.1056959653
113	0.9695274937	0.1053374289
114	0.9696608453	0.1049405757
115	0.9697663508	0.104524377
116	0.9702432906	0.103361361
117	0.9704626111	0.102726067
118	0.9704806899	0.1025373534
119	0.9708955584	0.1015407753
120	0.9709464657	0.1012802394
121	0.9710933795	0.1008865399
122	0.9713918722	0.1002163548
123	0.9717865178	0.09952681124
124	0.9718140536	0.09934614279
125	0.9718252101	0.0991749802
126	0.9718983226	0.09892556667
127	0.9719566903	0.09868369824
128	0.9721499645	0.09829565952
129	0.9722397413	0.09809722555
130	0.9724211236	0.09744267962
131	0.9724151062	0.09717735011
132	0.9724880168	0.09686446247
133	0.9728608966	0.09589023567
134	0.9729301288	0.09570603459
135	0.9730950739	0.09504089027
136	0.9731006512	0.09480395497
137	0.9733837495	0.09437891049
138	0.9733795273	0.09415473763
139	0.9734208744	0.09397131314
140	0.9734002479	0.09383425707
141	0.9734823934	0.09358450949
142	0.9735042037	0.09342141528
143	0.9739531876	0.09220568907
144	0.9739255171	0.09187619391
145	0.973985199	0.09170112409
146	0.9739911558	0.0915634528
147	0.9740718487	0.09126317756
148	0.9742034878	0.09092569919
149	0.9742181705	0.09081783871
150	0.9742708431	0.09061071806
151	0.9743246615	0.09042717992
152	0.9744262178	0.08997332006
153	0.9744948362	0.08984054207
154	0.9748768109	0.08880960998
155	0.9750088903	0.08839152395
156	0.9750457653	0.0881807234
157	0.9751019016	0.08799252068
158	0.9751104908	0.08786919394
159	0.9752636664	0.08760703959
160	0.975402184	0.08709722428
161	0.9754714534	0.08687057608
162	0.975566839	0.086636592
163	0.9756926396	0.0862634095
164	0.9757085065	0.08617940363
165	0.9757724048	0.0859268937
166	0.9757875664	0.08577685781
167	0.9759222107	0.0853987749
168	0.9759269112	0.0852669446
169	0.9760345662	0.08496984497
170	0.9760865119	0.08474208157
171	0.9761049812	0.0845748536
172	0.9761047141	0.0844365177
173	0.9761353426	0.08429991214
174	0.9761564965	0.08416952603
175	0.9761950262	0.08400796403
176	0.9762427599	0.08389751283
177	0.9763268645	0.08375329514
178	0.9764589148	0.08344665941
179	0.9765238281	0.08326741991
180	0.9765593748	0.08311259698
181	0.9768563615	0.08242687271
182	0.9769085726	0.08224460518
183	0.9769335082	0.08206387483
184	0.9769483127	0.08190791949
185	0.9769723615	0.08164298578
186	0.9770105955	0.08155127368
187	0.9770174514	0.08145154497
188	0.9771106271	0.08125947461
189	0.9771697658	0.08114361251
190	0.9771625339	0.08102668619
191	0.9772456936	0.08091242228
192	0.9773150144	0.08072549984
193	0.9773214621	0.0804310391
194	0.9773803966	0.08025008671
195	0.9773970224	0.0801823519
196	0.9775494821	0.07976243259
197	0.977610982	0.07963882465
198	0.9778127582	0.07910432966
199	0.9778213427	0.07900807557
200	0.9779339123	0.07867314844
201	0.9779855082	0.07854846745
202	0.9780504848	0.07833173733
203	0.9780339259	0.07820457103
204	0.9780236095	0.07814040686
205	0.9780455432	0.07803238575
206	0.9780529899	0.07793781773
207	0.9783265702	0.07740175804
208	0.9783902258	0.07727249761
209	0.97844095	0.07714958209
210	0.978491588	0.07699979999
211	0.9785516716	0.07672181234
212	0.9785582226	0.07665173338
213	0.9785524284	0.07656054241
214	0.9785748397	0.07646758332
215	0.9786668601	0.0763635209
216	0.9787965565	0.07592867017
217	0.9789094673	0.07561445282
218	0.9791224073	0.07522187634
219	0.9791265888	0.07494887846
220	0.979149079	0.07482921003
221	0.9791608582	0.07468756575
222	0.9791984262	0.07449516698
223	0.979232696	0.07441942353
224	0.9792662445	0.0743567398
225	0.9792825042	0.07428351125
226	0.9792970244	0.07420995645
227	0.9793254798	0.07409246212
228	0.9793420916	0.07402202441
229	0.9793475982	0.07397634933
230	0.9793603941	0.07391357072
231	0.9793937556	0.07382826909
232	0.979416517	0.07373510261
233	0.9794187471	0.07367304944
234	0.9794403236	0.07359511525
235	0.9794493359	0.07342240383
236	0.9796448496	0.07309969456
237	0.9796670108	0.07293959989
238	0.9796907174	0.07280859177
239	0.9796796595	0.07272409142
240	0.9796822063	0.07267173627
241	0.9797111919	0.07256829841
242	0.9797377671	0.07249247029
243	0.9797765285	0.07240070324
244	0.9798391682	0.07216067805
245	0.9798855219	0.07203734954
246	0.979940924	0.0719186762
247	0.9799543891	0.07180084621
248	0.9799803158	0.07172920607
249	0.9799770389	0.07166368839
250	0.9799602527	0.07153277028
251	0.9800261919	0.07140470878
252	0.9800633497	0.07131630162
253	0.9800667155	0.0712755751
254	0.9801134084	0.07114594601
255	0.9801180435	0.07100245513
256	0.9801830033	0.07081229255
257	0.980253063	0.07063067561
258	0.9802961977	0.07054598977
259	0.9803721448	0.07035259887
260	0.9803853842	0.0703208171
261	0.9804267628	0.07018866561
262	0.9804556014	0.07010780773
263	0.9804610636	0.07006521675
264	0.9804757878	0.0699984239
265	0.9804777117	0.06995585264
266	0.9804960173	0.06986199374
267	0.9806061902	0.06971394804
268	0.9806274656	0.06963800862
269	0.9806420132	0.06960429822
270	0.9806482232	0.06954677571
271	0.9806524641	0.06949634234
272	0.9806593211	0.06940492039
273	0.9806761832	0.06930052948
274	0.980713743	0.06920004278
275	0.9807727441	0.06904745934
276	0.9807742222	0.06886010851
277	0.9808189271	0.06879722
278	0.9808099733	0.06871351843
279	0.9808824545	0.06843811177
280	0.9809096114	0.06829832698
281	0.9809199117	0.06825494492
282	0.9809538766	0.06816476084
283	0.9809661913	0.06811916277
284	0.9810070052	0.06795979124
285	0.9810618927	0.06783370122
286	0.9810630696	0.06778471849
287	0.9810881181	0.06773068575
288	0.9810992124	0.06765821556
289	0.9811332101	0.0675676926
290	0.9811408584	0.06753920693
291	0.9811884264	0.06741885695
292	0.981200906	0.0673516996
293	0.9812291003	0.06729081436
294	0.9812626316	0.06723645693
295	0.98128099	0.0671747382
296	0.9812946853	0.06709795179
297	0.9813199001	0.06704434554
298	0.9813639699	0.06695924928
299	0.9814819144	0.06668031652
300	0.9815361356	0.06623943073
301	0.9815503824	0.06619665428
302	0.9816443599	0.06593798376
303	0.9816612009	0.06584516262
304	0.9816951673	0.06576467198
305	0.9817030206	0.0656975667
306	0.9817201452	0.06562881347
307	0.9818130821	0.0654707354
308	0.981821784	0.06543681954
309	0.981832874	0.06541721205
310	0.981845461	0.0653487936
311	0.9818941473	0.0652114065
312	0.981892853	0.06516973079
313	0.9819278986	0.06506894762
314	0.9819210197	0.06499856497
315	0.9819311771	0.06487306174
316	0.9819818416	0.06476884268
317	0.9819964097	0.06474093684
318	0.9820435917	0.06465901041
319	0.9820516416	0.06459173086
320	0.98208632	0.06448882276
321	0.9821010062	0.06445824044
322	0.9821134665	0.06440329282
323	0.9821199047	0.06434146553
324	0.9821276349	0.06431733594
325	0.9821286881	0.06423990884
326	0.9821353255	0.0641784012
327	0.982156847	0.06409453188
328	0.9821613381	0.06406277801
329	0.9821792227	0.06400321843
330	0.9821801967	0.06395837846
331	0.9821869133	0.06389572744
332	0.9822131616	0.06381983943
333	0.9822200362	0.06372830254
334	0.9822425289	0.06365759375
335	0.9823102789	0.063554002
336	0.9823192592	0.0634902054
337	0.9823169551	0.06338214282
338	0.9823666988	0.06310966484
339	0.9823923485	0.06305482643
340	0.9824102292	0.06298522215
341	0.9825107528	0.06280461288
342	0.9825119237	0.06276871986
343	0.9825243755	0.06270497264
344	0.9825280047	0.06254989853
345	0.9825322604	0.06251046405
346	0.9825432303	0.06246492826
347	0.9826279266	0.06233930734
348	0.9826445555	0.06226621083
349	0.982658728	0.06222882741
350	0.9826834722	0.06214763137
351	0.9826992391	0.06205736519
352	0.9827095012	0.06203494339
353	0.982711726	0.06199044836
354	0.9827184006	0.06194253596
355	0.9827521572	0.06187763573
356	0.9827566836	0.06181130699
357	0.9827893069	0.06169229775
358	0.9828973888	0.06136796631
359	0.9829152615	0.06131011343
360	0.9829182753	0.06128455522
361	0.9829350549	0.06124387044
362	0.9829372415	0.06118715468
363	0.9829404836	0.06114658489
364	0.9829551901	0.06106832945
365	0.983020723	0.06094631068
366	0.9830228342	0.06087713931
367	0.9830531096	0.06079838789
368	0.9830532227	0.06076719741
369	0.9830622334	0.06071412938
370	0.9830749006	0.06064160468
371	0.9830770497	0.06060314434
372	0.9831063422	0.06056394013
373	0.9831060791	0.06053614577
374	0.9831322032	0.06046175124
375	0.9831592316	0.06035740218
376	0.9831682783	0.0602902478
377	0.9831840722	0.06021101349
378	0.9831930437	0.06016181996
379	0.9831871654	0.06012809074
380	0.9832040898	0.06004405225
381	0.9832273878	0.06000531586
382	0.983248648	0.0599900637
383	0.9832475545	0.05995429493
384	0.9832542643	0.05992963002
385	0.9832633843	0.05987294049
386	0.9832523381	0.05983347906
387	0.9832666274	0.05981131318
388	0.983286905	0.0597726207
389	0.9832937631	0.05972919393
390	0.9833036415	0.05969597318
391	0.9833059028	0.05965990191
392	0.9833646543	0.05951261893
393	0.9833691023	0.05949606641
394	0.9833938615	0.05941991149
395	0.9834054609	0.05935603015
396	0.9834492865	0.05910106017
397	0.9834571251	0.05906188037
398	0.9834629604	0.05897257751
399	0.983466057	0.05890846662
400	0.9834943133	0.05882356824
401	0.9835043385	0.05879831715
402	0.9835195748	0.05876570448
403	0.9835118466	0.05872575848
404	0.9835332837	0.05867782563
405	0.9835298199	0.05864840651
406	0.9835366742	0.05859834879
407	0.9835422884	0.05855243024
408	0.9835513661	0.0585133018
409	0.9835559963	0.0584701699
410	0.9835650006	0.05842384203
411	0.9835865085	0.05837619193
412	0.9836035319	0.05829765541
413	0.9836168368	0.0582365625
414	0.9836270066	0.05820053686
415	0.9836642216	0.05812978582
416	0.9836799673	0.05808864258
417	0.9836935254	0.05804859205
418	0.983702709	0.05799858962
419	0.9837049323	0.05795385839
420	0.983716375	0.05788853685
421	0.983759232	0.05780027489
422	0.9837704925	0.05778079227
423	0.9837816807	0.05772243386
424	0.9838122519	0.05765015138
425	0.9838201228	0.05761004032
426	0.9838156766	0.05760154653
427	0.9838157845	0.05755188134
428	0.9838560875	0.05745427676
429	0.9838742306	0.05734611578
430	0.9838988627	0.05725175446
431	0.9839010499	0.05723764526
432	0.9839165752	0.05721762125
433	0.983926668	0.05718220065
434	0.9839388409	0.05715418304
435	0.9839331584	0.05710813301
436	0.9839682032	0.05701480542
437	0.9839751213	0.05696668698
438	0.9840056104	0.05688245603
439	0.9840404723	0.05680822097
440	0.9840483761	0.0567370676
441	0.984057338	0.05670137414
442	0.984088598	0.05660345979
443	0.9841009467	0.05651757491
444	0.9841088851	0.05646034599
445	0.9841121308	0.05641785041
446	0.9841201044	0.05637208988
447	0.984130371	0.0563339316
448	0.9841357689	0.05627493937
449	0.9841604646	0.05625355354
450	0.984153515	0.05619511439
451	0.9841751051	0.0561443612
452	0.9841911201	0.05607953541
453	0.9841955652	0.05606323599
454	0.9842237501	0.05596404143
455	0.9842483023	0.0559089004
456	0.9842505948	0.05586904996
457	0.9842912972	0.05577683092
458	0.9842969403	0.05574171663
459	0.9842968705	0.05570850632
460	0.9843240961	0.0556439128
461	0.9843443749	0.05560103612
462	0.9843511807	0.05555381398
463	0.98437375	0.05550737266
464	0.9843804165	0.05543133015
465	0.9843937842	0.05538681267
466	0.9844308823	0.05522999285
467	0.9844399435	0.05519496159
468	0.9844411064	0.05516165043
469	0.9844937901	0.0550492879
470	0.9845062004	0.05498104689
471	0.9845039784	0.05493766516
472	0.9845784685	0.054785293
473	0.9845762467	0.05476191556
474	0.9845829806	0.05472883066
475	0.9845943292	0.05469916201
476	0.9846054038	0.05464725214
477	0.9846053696	0.05460078774
478	0.9846098131	0.05458835347
479	0.9846242717	0.05457211851
480	0.9846401312	0.05454353495
481	0.9846513762	0.05450394631
482	0.9846546917	0.05446990033
483	0.98468511	0.05432867809
484	0.9846874337	0.05425881708
485	0.9847075982	0.05420226624
486	0.9847098538	0.05418076846
487	0.9847343931	0.05413385834
488	0.9847535645	0.05408420619
489	0.984764706	0.05405625403
490	0.984777009	0.05402242801
491	0.9847758137	0.05399104171
492	0.9847985356	0.05393713929
493	0.9848006895	0.05389936494
494	0.9848018172	0.05388869728
495	0.984824369	0.05387310276
496	0.984824369	0.05386579028
497	0.9848242678	0.05382106366
498	0.9848331199	0.05378651558
499	0.9848409791	0.05375342774
